"age","income","employment_years","debt","credit_history_years","num_open_accounts","num_delinquencies","has_mortgage","has_car_loan","has_credit_card","loan_amount","loan_to_income","loan_purpose","employment_status","region"
"18","59440.35","0","7230.49","0","3","1","0","0","1","23102.86","0.389","business","employed","east"
"64","64511.2","18","34731.62","48","9","0","0","0","0","23692.7","0.367","home_improvement","unemployed","south"
"46","78952.99","10","4481.22","25","8","0","1","1","0","15417.64","0.195","business","self_employed","west"
"25","37777.9","2","10950.84","7","2","0","0","1","0","34138.33","0.904","medical","unemployed","east"
"33","36560.57","2","16289.38","11","11","0","0","0","1","40366.66","1.104","education","employed","north"
"46","38133.52","3","1893.81","26","1","0","1","1","1","4474.97","0.117","medical","employed","west"
"34","65778.33","4","18966.23","10","8","0","0","1","0","14713.24","0.224","medical","employed","north"
"23","84898.95","3","34342.93","2","5","0","1","0","1","33726.18","0.397","personal","unemployed","south"
"52","51373.21","30","9114.45","32","8","2","1","0","0","18056.77","0.351","auto","employed","south"
"52","15000.0","28","19741.71","28","9","1","1","1","1","12599.22","0.84","auto","employed","north"
"24","25920.14","3","17993.22","4","8","2","0","1","0","35143.13","1.356","medical","employed","west"
"32","43339.27","7","14532.85","13","8","0","1","1","1","36551.8","0.843","medical","employed","west"
"30","48845.42","4","11243.49","11","10","0","1","1","0","13255.37","0.271","auto","self_employed","north"
"52","51832.23","24","5178.03","29","8","0","0","1","1","23185.5","0.447","medical","self_employed","south"
"55","60771.62","26","27977.41","33","9","0","1","1","0","1872.88","0.031","business","retired","south"
"55","53765.07","28","11085.08","38","5","0","1","0","1","6567.79","0.122","home_improvement","employed","east"
"66","80986.79","39","12870.27","46","3","1","1","1","0","21862.48","0.27","education","employed","east"
"57","46479.65","17","10473.69","38","3","1","0","1","1","20471.1","0.44","business","employed","east"
"34","42753.64","11","8001.79","13","7","1","1","0","1","5496.86","0.129","education","unemployed","north"
"23","69577.51","3","1416.16","7","6","0","0","1","1","9260.39","0.133","education","self_employed","east"
"49","29287.16","10","26533.12","27","1","0","0","1","0","4024.33","0.137","business","employed","north"
"65","67793.83","39","10319.41","43","3","0","0","0","1","26825.9","0.396","business","unemployed","north"
"68","62051.06","8","5804.22","50","11","0","0","0","0","9514.59","0.153","auto","employed","west"
"29","57051.15","9","10203.36","12","8","1","0","1","0","4826.34","0.085","business","employed","north"
"30","91765.52","8","35923.46","9","9","0","1","1","0","7944.12","0.087","personal","employed","north"
"19","47555.85","0","24223.25","1","3","1","1","1","0","26285.31","0.553","auto","employed","south"
"25","101205.96","4","8313.95","1","1","0","0","0","1","7041.0","0.07","medical","student","east"
"46","55491.37","3","30654.16","24","4","4","0","1","0","20475.94","0.369","personal","self_employed","east"
"46","34459.67","20","6113.81","22","10","4","1","0","1","44592.86","1.294","home_improvement","unemployed","north"
"37","61398.39","14","27109.2","17","6","0","1","0","1","45101.51","0.735","education","student","west"
"34","38475.1","9","1306.53","10","9","1","1","0","0","7088.61","0.184","medical","unemployed","south"
"61","44964.88","33","27879.09","45","6","0","0","1","1","24476.14","0.544","medical","employed","east"
"41","67940.67","4","10126.4","23","6","1","0","1","0","5165.43","0.076","personal","employed","north"
"60","71111.64","13","2657.95","44","7","1","0","0","0","2102.96","0.03","auto","employed","west"
"68","47556.65","21","12394.28","46","11","1","0","0","1","18297.95","0.385","home_improvement","student","south"
"34","79748.1","2","18328.13","14","5","1","1","0","1","38424.37","0.482","auto","student","west"
"28","83150.16","4","9063.02","10","7","0","0","0","1","28994.88","0.349","medical","unemployed","south"
"67","88726.04","15","21647.44","49","11","1","1","0","0","9272.89","0.105","home_improvement","employed","east"
"51","70588.27","13","8004.07","30","5","0","1","1","1","30575.51","0.433","business","employed","east"
"33","87268.57","6","22444.47","16","10","0","1","0","0","13655.62","0.156","education","student","north"
"50","22384.03","25","20306.66","30","6","0","0","0","0","8705.81","0.389","auto","employed","north"
"44","53641.87","8","14268.92","23","10","1","0","0","1","7641.63","0.142","education","employed","south"
"65","42659.89","38","9703.41","47","6","0","0","1","0","21174.81","0.496","auto","employed","north"
"31","62384.52","5","16818.49","13","7","0","0","0","0","16957.58","0.272","home_improvement","employed","east"
"69","48571.02","18","21603.04","50","4","2","1","0","0","17877.93","0.368","home_improvement","self_employed","north"
"66","56676.84","24","39741.59","45","7","0","1","1","0","17379.21","0.307","education","retired","east"
"27","97643.5","3","26273.05","9","4","0","0","0","1","20336.11","0.208","home_improvement","unemployed","north"
"26","56605.6","2","26711.88","7","7","0","1","0","0","28101.96","0.496","home_improvement","employed","north"
"45","68275.85","13","52062.15","25","9","0","1","1","1","22239.97","0.326","auto","employed","south"
"20","55354.61","0","21191.5","3","5","1","0","1","0","15734.72","0.284","auto","student","east"
"33","61514.27","5","20815.72","12","5","0","1","1","1","26026.22","0.423","medical","employed","south"
"40","60120.33","12","23448.18","23","4","0","1","0","1","32391.85","0.539","medical","employed","south"
"68","68966.48","21","2892.41","51","9","1","1","0","0","11659.61","0.169","medical","self_employed","south"
"69","83306.15","38","9673.18","51","7","1","1","1","1","19108.96","0.229","medical","employed","south"
"25","92947.88","2","8925.97","7","6","1","0","1","1","37428.6","0.403","personal","employed","south"
"64","66192.4","40","22771.37","48","1","0","1","1","1","3458.59","0.052","personal","unemployed","west"
"22","71790.94","2","12909.91","0","2","1","1","1","0","47070.53","0.656","business","self_employed","east"
"56","36982.71","33","16658.68","38","1","0","0","1","1","87.32","0.002","education","employed","south"
"61","58242.47","33","28049.46","38","10","0","1","1","1","14819.53","0.254","medical","employed","east"
"64","78805.79","9","25357.81","40","10","0","1","1","0","5747.15","0.073","business","retired","east"
"29","77319.37","5","13059.35","6","1","1","0","1","0","52818.9","0.683","home_improvement","self_employed","west"
"64","64232.19","10","6960.06","41","1","0","0","1","1","12449.75","0.194","medical","self_employed","east"
"24","77727.88","4","28623.3","8","9","1","1","1","1","12487.38","0.161","business","employed","north"
"44","69815.33","14","24286.69","25","6","0","1","0","0","14438.77","0.207","personal","retired","east"
"42","84006.13","7","4275.08","20","4","0","0","1","0","21434.04","0.255","medical","student","west"
"34","65787.18","13","11242.15","13","7","0","0","0","0","15073.37","0.229","personal","employed","north"
"19","52886.03","0","16986.19","3","3","0","1","0","1","18006.7","0.34","home_improvement","employed","north"
"58","66716.83","22","24345.96","37","3","0","0","0","1","32938.15","0.494","personal","self_employed","east"
"35","15000.0","11","25921.22","12","5","1","0","1","1","20857.4","1.39","auto","unemployed","west"
"52","67657.71","5","18406.87","29","10","1","0","0","0","20267.1","0.3","home_improvement","unemployed","south"
"39","15000.0","12","22022.97","20","9","0","0","0","0","35578.53","2.372","education","retired","east"
"37","25530.73","14","15769.64","19","3","0","1","0","0","39635.91","1.552","home_improvement","self_employed","east"
"64","69035.37","7","6913.78","46","7","0","0","0","1","17184.38","0.249","medical","employed","east"
"22","69550.59","2","11864.83","4","10","0","1","0","0","32243.44","0.464","home_improvement","employed","north"
"56","36751.42","11","15227.89","37","11","0","1","0","0","3476.47","0.095","education","unemployed","south"
"56","45757.96","23","14583.85","38","9","0","1","1","1","31510.14","0.689","home_improvement","employed","west"
"37","87410.82","3","7626.87","17","2","1","1","0","1","11412.86","0.131","personal","employed","west"
"31","50319.4","11","10230.2","15","3","0","1","1","0","2229.54","0.044","personal","self_employed","west"
"18","104858.41","0","15674.47","0","3","0","1","1","0","17216.17","0.164","home_improvement","employed","north"
"66","59961.6","11","11623.56","48","2","0","1","1","0","41007.09","0.684","home_improvement","unemployed","south"
"67","68160.72","17","12038.11","50","2","0","0","1","1","22715.08","0.333","education","employed","north"
"30","92337.49","6","20855.9","7","4","0","1","1","1","42447.32","0.46","personal","employed","south"
"19","62620.54","0","2052.51","0","7","0","0","1","1","8769.01","0.14","medical","employed","west"
"24","39953.12","2","4536.51","0","5","1","0","0","0","35717.77","0.894","auto","self_employed","south"
"21","57805.45","0","10821.96","0","5","0","0","1","0","10217.6","0.177","business","unemployed","north"
"61","59287.79","7","24169.37","45","3","0","1","0","1","23379.93","0.394","personal","employed","east"
"64","32705.17","41","35250.64","40","2","0","1","1","1","23250.24","0.711","auto","employed","west"
"25","54883.36","3","24385.54","5","11","0","0","1","0","29922.38","0.545","medical","employed","east"
"56","45156.16","30","2619.17","34","7","0","1","1","1","23761.11","0.526","home_improvement","self_employed","west"
"27","78487.16","4","12211.59","8","3","0","0","1","1","8912.23","0.114","personal","retired","east"
"37","60692.24","15","18079.61","17","9","0","0","0","0","33204.6","0.547","education","unemployed","east"
"49","54344.09","5","17131.09","29","10","0","0","0","1","45974.85","0.846","business","employed","west"
"55","57876.36","7","21471.65","37","11","2","1","1","0","11242.95","0.194","education","self_employed","south"
"63","64462.44","37","3995.41","43","2","2","0","0","1","7528.48","0.117","personal","employed","south"
"20","72336.28","1","15779.32","0","8","0","0","0","0","27489.79","0.38","personal","employed","east"
"28","40005.76","3","20043.87","12","11","0","1","0","1","15032.29","0.376","auto","employed","east"
"32","39168.25","5","24908.05","15","9","1","0","1","1","18033.46","0.46","business","employed","south"
"34","82093.58","7","5331.38","11","3","4","1","0","0","28342.67","0.345","personal","employed","south"
"69","51753.26","22","10858.12","48","10","1","1","1","0","13154.11","0.254","auto","unemployed","north"
"58","31663.16","10","17445.81","34","5","0","0","0","1","15967.22","0.504","business","employed","east"
"34","68876.25","13","7542.46","13","6","0","1","0","1","18498.21","0.269","medical","unemployed","north"
"68","69267.4","15","8707.02","47","7","0","1","0","1","42046.31","0.607","home_improvement","student","south"
"43","29385.69","16","2764.99","19","9","1","0","0","1","20451.04","0.696","education","employed","south"
"44","64589.63","3","16987.35","23","2","0","0","1","1","1464.9","0.023","education","employed","west"
"40","74711.66","2","14328.65","22","6","0","0","1","1","2061.82","0.028","business","unemployed","south"
"25","67487.73","4","12110.57","5","9","0","0","1","1","22088.45","0.327","education","employed","north"
"66","72639.63","17","17586.1","48","7","0","0","0","0","3058.58","0.042","medical","employed","east"
"18","31914.62","0","3860.11","0","4","0","0","1","1","3434.55","0.108","medical","employed","north"
"27","66620.8","1","20828.27","5","1","0","1","1","0","29533.04","0.443","personal","unemployed","south"
"29","53947.6","9","382.21","12","7","0","0","1","1","30267.48","0.561","business","unemployed","south"
"32","50344.2","9","15360.08","10","8","1","0","1","0","14477.95","0.288","business","unemployed","north"
"24","77411.11","4","11602.04","3","7","0","0","1","0","24404.89","0.315","auto","self_employed","west"
"18","89585.49","0","18637.22","0","11","0","1","1","1","22821.82","0.255","home_improvement","employed","south"
"53","95887.4","12","16496.37","37","7","1","0","0","1","29036.29","0.303","education","unemployed","east"
"68","86296.16","19","11938.03","46","6","1","0","0","1","29071.25","0.337","education","student","west"
"24","57805.32","3","3435.27","1","1","0","0","1","1","19086.83","0.33","medical","employed","south"
"33","67054.4","5","2726.5","11","7","0","0","1","0","16392.52","0.244","auto","retired","west"
"44","75336.46","3","7993.36","25","2","0","0","0","1","27768.56","0.369","education","student","south"
"66","62423.56","18","14900.64","45","8","0","1","0","0","13843.15","0.222","business","employed","west"
"54","62615.28","10","7701.02","35","2","0","1","1","0","20543.04","0.328","personal","employed","south"
"57","76475.06","15","22502.54","38","10","0","0","1","0","31260.5","0.409","auto","employed","north"
"48","58814.35","7","11649.35","30","4","0","0","0","1","21213.88","0.361","home_improvement","unemployed","west"
"39","45414.26","6","3419.85","22","5","0","0","1","1","42618.79","0.938","medical","employed","west"
"28","51710.54","6","11662.84","4","2","0","0","1","1","36904.79","0.714","medical","employed","west"
"62","72678.21","18","17710.32","41","3","0","0","1","0","18221.54","0.251","medical","self_employed","north"
"59","60059.87","15","18898.62","42","11","1","1","1","1","17029.31","0.284","education","student","west"
"19","66804.2","0","37540.55","0","4","0","0","0","0","22754.86","0.341","home_improvement","unemployed","south"
"55","73401.58","26","6973.09","38","6","0","0","0","0","15102.47","0.206","auto","unemployed","west"
"22","52503.17","1","14118.26","1","11","0","0","1","0","299.03","0.006","education","employed","west"
"56","75124.96","21","20113.49","39","7","1","1","0","0","23318.44","0.31","business","employed","north"
"60","67576.85","36","14718.92","41","1","2","1","0","0","22293.06","0.33","home_improvement","self_employed","south"
"24","35303.74","3","8992.58","3","4","0","0","0","0","30437.84","0.862","business","employed","south"
"40","88846.1","18","3591.09","16","5","0","0","1","1","40950.06","0.461","business","employed","south"
"24","49985.11","4","8869.99","0","4","0","1","1","0","19605.96","0.392","personal","retired","east"
"47","26898.09","4","2115.57","23","3","0","1","0","0","54206.24","2.015","personal","employed","south"
"66","39099.13","21","5719.28","48","6","1","1","1","1","23486.77","0.601","auto","self_employed","east"
"22","39579.1","2","5451.85","6","5","0","1","0","0","346.75","0.009","personal","self_employed","east"
"38","61043.47","17","2434.9","14","4","3","1","0","0","11568.92","0.19","home_improvement","unemployed","north"
"68","54522.99","23","22005.44","44","5","0","0","1","0","14408.8","0.264","business","employed","north"
"33","53263.36","2","22213.1","15","4","0","1","1","1","28881.91","0.542","home_improvement","employed","east"
"24","72394.04","3","4153.45","8","3","1","0","0","1","5791.25","0.08","personal","employed","north"
"43","66797.51","5","11877.26","22","5","0","0","0","0","15530.36","0.232","personal","self_employed","north"
"44","66320.96","18","7298.91","28","11","1","0","1","0","17584.4","0.265","business","employed","east"
"52","68196.57","17","9067.92","36","6","0","0","0","0","13278.19","0.195","auto","employed","south"
"34","72322.69","10","19787.78","10","7","1","0","0","1","32171.23","0.445","medical","unemployed","north"
"67","17840.93","38","24899.25","47","11","0","0","0","1","29619.82","1.66","home_improvement","employed","south"
"45","52711.23","16","6443.44","28","7","0","0","0","0","37498.51","0.711","auto","employed","east"
"32","16395.8","8","27622.26","11","3","1","1","1","0","15034.62","0.917","business","employed","west"
"67","60721.2","34","3188.3","48","5","0","1","0","1","38037.91","0.626","home_improvement","employed","west"
"66","59907.34","37","28.47","46","6","0","0","0","0","459.96","0.008","home_improvement","employed","east"
"43","80910.65","19","23515.94","19","6","1","1","0","1","825.76","0.01","auto","employed","west"
"19","83752.69","0","35053.45","1","2","0","0","0","0","1792.97","0.021","business","retired","east"
"49","64055.5","16","20921.18","28","2","2","1","0","1","20138.18","0.314","medical","retired","south"
"46","49992.78","7","14515.89","23","4","0","1","0","1","38035.67","0.761","business","self_employed","west"
"25","69703.22","5","11342.2","6","11","0","1","0","1","10967.87","0.157","education","self_employed","south"
"50","49441.65","19","9269.36","26","8","0","0","1","1","12849.6","0.26","auto","unemployed","west"
"61","59972.15","18","16552.91","41","10","0","1","1","1","16759.73","0.279","personal","student","west"
"23","79722.73","1","10703.25","3","2","3","0","1","0","28592.42","0.359","education","employed","south"
"55","48844.57","13","1729.98","32","5","0","1","0","1","12835.62","0.263","medical","employed","east"
"25","76113.57","4","15786.39","4","7","0","1","1","1","11998.75","0.158","education","self_employed","west"
"56","73548.03","10","16381.58","33","5","0","0","0","0","180.93","0.002","home_improvement","retired","west"
"39","40904.16","3","26332.99","16","5","0","0","1","0","11424.18","0.279","business","employed","north"
"18","79477.88","0","16639.23","0","4","0","0","0","1","37661.93","0.474","auto","employed","west"
"68","73971.33","35","29740.73","50","1","1","1","1","1","21363.89","0.289","home_improvement","employed","east"
"26","62038.52","2","15095.93","7","10","1","1","0","1","8902.18","0.143","home_improvement","employed","north"
"48","44753.53","10","13615.98","25","11","1","1","0","0","38542.16","0.861","home_improvement","self_employed","north"
"27","42815.88","7","27771.75","6","1","0","1","0","1","11221.8","0.262","personal","employed","east"
"66","49246.75","31","3258.71","48","5","0","1","1","1","41299.33","0.839","business","student","south"
"56","70851.89","22","48773.37","38","6","0","1","0","1","41054.1","0.579","personal","unemployed","north"
"59","40887.5","14","19503.09","37","9","1","0","0","1","20840.17","0.51","home_improvement","employed","east"
"40","68750.24","7","19569.95","23","11","0","1","1","0","2478.24","0.036","auto","unemployed","east"
"42","35164.89","3","21301.15","25","5","0","0","0","0","54342.51","1.545","business","unemployed","north"
"50","55918.63","21","37525.64","28","9","0","1","0","1","25809.14","0.462","home_improvement","employed","south"
"58","62192.96","5","24510.09","40","11","1","1","0","0","15141.69","0.243","education","employed","south"
"62","108902.6","4","4260.67","40","10","1","0","0","0","34341.92","0.315","auto","unemployed","west"
"18","32453.69","0","31841.64","0","4","1","1","0","0","30534.54","0.941","auto","employed","east"
"52","89440.29","29","10909.24","28","9","0","0","0","0","39664.08","0.443","medical","employed","north"
"23","62996.85","3","16285.86","3","5","4","1","1","0","10064.78","0.16","personal","employed","east"
"32","68223.44","6","351.05","9","1","0","0","0","1","24777.1","0.363","home_improvement","employed","west"
"61","62366.96","21","21314.42","38","9","0","0","1","0","2211.95","0.035","home_improvement","self_employed","north"
"31","68894.54","5","7183.51","14","10","0","1","0","0","29995.02","0.435","auto","employed","west"
"59","56926.3","14","16202.04","35","4","0","0","1","0","19655.82","0.345","auto","self_employed","north"
"42","89081.0","12","11590.81","20","5","0","1","0","1","24215.14","0.272","education","employed","east"
"30","50870.58","5","38100.15","14","5","0","0","0","1","17804.75","0.35","education","unemployed","south"
"35","82644.69","9","38787.12","19","2","0","0","0","0","16235.17","0.196","auto","employed","east"
"45","47112.66","22","15558.16","27","11","0","0","1","0","6976.53","0.148","education","student","west"
"57","58794.96","34","15767.73","41","1","1","0","1","0","31856.45","0.542","medical","student","west"
"49","38560.75","5","10518.68","30","7","0","0","1","1","42345.56","1.098","education","employed","west"
"66","69100.47","19","28272.08","42","1","0","1","1","0","11649.97","0.169","medical","self_employed","west"
"63","88902.52","11","11052.96","43","8","0","1","0","0","28303.11","0.318","home_improvement","employed","south"
"57","58452.88","14","9943.95","41","10","1","1","1","1","26482.75","0.453","education","unemployed","south"
"49","56062.29","10","26743.11","29","8","0","0","1","1","20121.47","0.359","medical","self_employed","east"
"33","37707.66","3","8540.41","16","7","0","1","1","0","2898.94","0.077","medical","employed","north"
"39","55414.15","14","14546.94","16","10","0","1","1","0","476.04","0.009","personal","employed","east"
"24","28144.11","2","3975.73","8","11","0","1","0","0","8285.27","0.294","business","employed","east"
"37","41742.44","15","23450.28","15","10","0","1","0","1","12085.07","0.29","auto","unemployed","west"
"66","64535.72","6","38290.4","46","3","0","0","0","1","41120.46","0.637","medical","unemployed","north"
"40","86380.26","3","23654.7","24","7","0","0","1","0","25515.55","0.295","education","employed","north"
"23","116184.22","2","32541.59","1","10","0","1","1","1","19550.58","0.168","home_improvement","employed","north"
"51","48268.3","5","4846.77","31","4","0","1","1","0","12853.54","0.266","home_improvement","employed","east"
"68","88706.0","15","17835.89","46","8","0","1","1","0","7358.06","0.083","home_improvement","employed","east"
"63","64875.05","39","3682.08","42","1","0","1","0","1","19964.88","0.308","home_improvement","employed","east"
"32","56975.05","3","12266.81","9","10","0","1","0","0","49557.35","0.87","business","employed","north"
"41","68651.89","5","24266.54","21","7","0","0","0","1","9520.34","0.139","personal","student","south"
"45","61238.33","15","16221.85","29","9","0","0","1","0","32956.97","0.538","personal","employed","south"
"30","62207.91","5","1951.69","13","10","0","0","1","1","12801.46","0.206","personal","self_employed","north"
"31","51833.34","7","780.35","11","3","0","1","1","0","20828.59","0.402","personal","employed","west"
"30","32037.81","4","1573.97","11","5","0","1","1","0","38220.26","1.193","auto","employed","north"
"69","29127.5","38","20897.43","46","10","0","0","0","1","14810.73","0.508","business","self_employed","east"
"56","73064.9","8","39766.73","37","2","0","1","1","0","9648.43","0.132","home_improvement","employed","south"
"61","54466.0","19","31349.5","38","10","0","1","1","1","41271.06","0.758","business","employed","west"
"60","48078.22","27","7751.82","43","4","0","1","1","1","20683.37","0.43","personal","retired","east"
"67","60170.11","38","32052.91","48","7","0","1","1","0","36368.08","0.604","education","unemployed","south"
"23","75898.65","1","26236.81","1","6","1","1","1","1","9721.27","0.128","business","self_employed","east"
"63","63607.28","24","3543.6","46","8","0","1","0","0","41100.11","0.646","medical","employed","north"
"21","46878.9","0","11361.58","3","10","0","0","1","1","24104.41","0.514","home_improvement","employed","north"
"42","84525.86","5","28146.27","20","4","1","0","0","1","26521.81","0.314","business","employed","south"
"48","91583.71","4","21605.2","27","2","0","1","1","0","21974.44","0.24","personal","student","west"
"36","69891.13","12","709.14","13","5","0","0","1","1","12417.88","0.178","business","unemployed","west"
"25","79473.27","2","22328.91","5","7","0","1","1","0","19974.76","0.251","business","employed","south"
"27","84839.2","6","10650.01","4","9","4","1","0","1","13361.15","0.157","medical","retired","south"
"60","82601.99","6","12326.13","37","9","3","1","0","1","34393.19","0.416","medical","employed","west"
"34","72281.98","12","28655.48","10","4","0","0","1","0","16954.14","0.235","personal","employed","east"
"34","71966.94","12","15220.73","17","11","1","1","1","1","2447.61","0.034","education","employed","north"
"66","70393.21","8","9012.75","45","1","0","0","0","1","5191.36","0.074","education","employed","north"
"25","38053.25","0","25672.16","8","2","0","1","1","0","5900.77","0.155","auto","student","west"
"65","74014.46","6","26697.02","47","1","0","1","1","1","29269.56","0.395","personal","unemployed","west"
"65","32883.72","36","30720.48","47","11","0","1","1","1","2727.44","0.083","education","employed","west"
"49","44108.01","8","25492.11","28","2","0","1","0","0","24501.29","0.555","personal","employed","north"
"26","86071.3","4","27976.5","7","7","1","0","1","1","22048.62","0.256","education","employed","west"
"26","76804.4","3","23794.9","3","9","0","0","0","1","19029.37","0.248","personal","employed","north"
"32","89747.97","10","18186.34","14","9","0","1","1","0","26576.08","0.296","education","employed","west"
"48","54566.51","14","16074.11","27","11","0","0","1","0","22374.55","0.41","business","employed","west"
"25","36955.02","3","12152.88","3","1","0","0","0","0","20645.95","0.559","business","employed","south"
"41","55191.26","20","451.58","17","5","0","1","1","0","15145.62","0.274","medical","employed","north"
"24","62040.63","1","3536.26","6","6","2","1","0","1","26376.55","0.425","business","employed","east"
"46","61579.77","21","11615.83","24","8","0","1","1","0","44604.24","0.724","home_improvement","student","north"
"19","82673.61","0","17897.43","3","7","0","1","0","0","45296.86","0.548","auto","employed","east"
"54","52774.59","17","32289.75","34","7","0","0","1","1","447.26","0.008","business","employed","south"
"20","67040.69","1","14498.43","1","4","3","1","0","1","14754.12","0.22","education","employed","south"
"28","40227.46","6","27041.72","4","2","2","1","0","1","3491.72","0.087","home_improvement","self_employed","west"
"27","69006.35","5","27951.79","5","5","0","0","0","1","42798.28","0.62","business","employed","west"
"61","60062.17","13","12222.64","37","3","0","0","1","1","35192.84","0.586","education","employed","south"
"20","45003.73","0","22136.28","0","7","0","1","0","0","25258.82","0.561","home_improvement","self_employed","south"
"40","55283.41","8","12077.66","21","9","1","1","0","1","22491.42","0.407","medical","self_employed","west"
"48","56316.49","15","30865.63","26","7","1","0","0","1","40709.47","0.723","education","employed","south"
"44","54596.9","12","22630.12","28","7","1","0","0","0","38169.88","0.699","education","employed","north"
"53","95426.82","12","714.19","32","1","0","0","0","0","37370.67","0.392","personal","retired","west"
"59","58031.08","14","16938.3","43","8","0","0","1","0","26850.2","0.463","business","employed","west"
"38","55122.08","6","34777.35","16","5","0","0","1","0","14761.58","0.268","business","employed","south"
"61","18050.98","16","12825.23","37","2","0","1","1","1","31506.87","1.745","home_improvement","employed","north"
"34","42115.85","3","20372.58","12","3","0","1","1","1","32240.63","0.766","education","employed","north"
"69","54738.53","40","21550.55","46","9","0","0","1","0","17140.44","0.313","personal","self_employed","east"
"44","46282.95","15","2560.53","26","11","0","0","0","1","14731.27","0.318","home_improvement","self_employed","south"
"56","87634.15","7","21128.5","32","6","1","0","1","1","36999.7","0.422","education","employed","east"
"63","56701.24","29","1726.02","43","11","1","1","0","0","44961.74","0.793","home_improvement","self_employed","west"
"59","85768.88","31","7492.51","37","2","1","1","1","1","8759.06","0.102","auto","employed","north"
"62","61234.09","12","27908.68","40","4","1","0","0","1","16049.35","0.262","personal","unemployed","west"
"45","60744.56","5","19281.08","24","11","1","0","1","1","25264.0","0.416","home_improvement","employed","north"
"20","58224.07","0","11346.27","2","2","0","1","0","1","27298.98","0.469","auto","employed","north"
"43","60075.93","3","20357.53","22","8","0","1","0","0","12164.5","0.202","medical","self_employed","east"
"27","94375.9","6","14278.89","6","3","0","1","0","1","48252.81","0.511","business","employed","east"
"64","15000.0","40","15150.94","41","4","0","0","1","0","26331.43","1.755","business","employed","west"
"30","19969.09","1","22881.82","10","6","0","1","0","1","27970.75","1.401","medical","employed","east"
"29","49136.58","7","6271.59","9","4","1","1","0","1","46383.26","0.944","education","self_employed","south"
"30","60290.56","1","15484.04","10","10","1","1","0","0","13264.08","0.22","business","employed","east"
"51","73802.09","18","11252.78","34","11","2","0","1","0","18673.52","0.253","home_improvement","self_employed","west"
"47","69461.74","20","4027.24","31","6","3","1","1","0","1200.17","0.017","medical","unemployed","east"
"67","52315.08","18","3954.53","51","6","2","0","1","0","17414.74","0.333","education","self_employed","south"
"39","80380.87","2","33818.48","18","1","0","1","1","1","2333.91","0.029","business","employed","west"
"32","80603.91","8","19616.68","13","3","1","1","0","0","31217.74","0.387","education","unemployed","south"
"20","63681.16","1","883.06","0","1","1","1","1","0","26299.95","0.413","personal","employed","south"
"18","79253.15","0","3484.25","0","10","1","1","0","0","15843.96","0.2","personal","student","south"
"37","65452.91","4","13654.03","20","3","0","0","0","1","18493.64","0.283","medical","self_employed","south"
"66","48770.34","9","33734.24","50","4","0","1","0","0","31422.0","0.644","personal","employed","north"
"45","73956.34","14","12758.9","26","10","2","0","0","0","2963.06","0.04","medical","unemployed","east"
"64","62212.26","26","30683.99","40","8","0","0","0","0","23062.52","0.371","education","employed","east"
"23","60026.8","3","19223.17","7","7","0","1","1","0","30492.65","0.508","medical","employed","south"
"22","89459.07","2","20655.01","5","1","0","1","1","0","6734.11","0.075","business","employed","west"
"61","15000.0","35","1028.65","45","7","0","0","0","0","30274.07","2.018","medical","self_employed","south"
"23","31646.32","3","26250.28","4","7","0","1","0","0","5110.94","0.162","home_improvement","self_employed","south"
"20","36258.59","0","10980.82","0","4","4","1","1","0","18236.08","0.503","personal","student","north"
"39","52734.79","11","25357.11","17","9","1","0","0","1","2549.13","0.048","personal","employed","west"
"66","54907.84","16","5229.96","46","11","2","1","1","0","41468.7","0.755","auto","self_employed","north"
"53","29853.49","12","17124.59","36","3","0","1","0","1","2643.18","0.089","home_improvement","self_employed","north"
"23","40296.84","4","19224.04","4","4","0","0","1","1","4752.85","0.118","personal","self_employed","west"
"61","42783.17","27","13151.6","41","4","0","1","1","1","22000.28","0.514","home_improvement","employed","east"
"61","109148.48","37","19854.54","43","10","0","1","0","1","13794.46","0.126","personal","employed","north"
"59","96034.84","17","11803.24","37","1","0","1","0","1","2569.08","0.027","personal","unemployed","south"
"64","51765.01","24","7211.28","40","10","1","1","1","0","27887.23","0.539","medical","employed","east"
"30","52728.33","5","34265.8","13","9","4","1","0","1","9872.49","0.187","home_improvement","employed","north"
"68","37015.92","9","27587.43","50","6","0","1","0","0","4456.39","0.12","home_improvement","employed","west"
"34","21837.39","4","5869.62","17","7","0","1","0","0","11371.73","0.521","business","employed","east"
"59","57662.4","21","21821.33","37","10","0","1","0","1","32033.34","0.556","education","employed","north"
"48","40042.96","4","6087.85","28","9","0","1","1","1","39432.03","0.985","education","employed","east"
"58","58302.99","33","783.78","40","4","0","1","0","0","36541.73","0.627","home_improvement","self_employed","north"
"50","27995.88","6","27405.71","33","1","0","1","0","1","17700.89","0.632","auto","retired","east"
"51","44760.51","8","5449.2","35","8","0","1","1","1","16409.62","0.367","business","employed","south"
"50","62972.54","22","26122.27","30","2","0","1","1","0","25862.8","0.411","business","employed","north"
"58","67324.19","7","11967.33","36","1","1","1","1","1","42058.61","0.625","personal","unemployed","east"
"56","68349.44","31","12461.44","38","11","0","0","1","1","38506.86","0.563","auto","employed","south"
"24","33590.22","4","19917.01","8","6","0","0","0","1","26944.24","0.802","auto","retired","south"
"60","77093.71","6","21974.39","40","8","0","1","1","1","2157.46","0.028","home_improvement","employed","west"
"45","43995.77","17","5083.88","23","3","0","1","0","1","12120.39","0.275","medical","employed","east"
